序号,车型,销量,厂商,价格,参数链接,月份,均值
140,RAV4荣放双擎E+,116,一汽丰田,24.88 - 29.78,,202210,108.75
132,RAV4荣放双擎E+,174,一汽丰田,24.88 - 29.78,,202211,108.75
147,RAV4荣放双擎E+,110,一汽丰田,24.88 - 29.78,,202212,108.75
133,RAV4荣放双擎E+,78,一汽丰田,24.88 - 29.78,,202301,108.75
149,RAV4荣放双擎E+,68,一汽丰田,24.88 - 29.78,,202302,108.75
161,RAV4荣放双擎E+,59,一汽丰田,24.88 - 29.78,,202303,108.75
166,RAV4荣放双擎E+,60,一汽丰田,24.88 - 29.78,,202304,108.75
162,RAV4荣放双擎E+,54,一汽丰田,24.88 - 29.78,,202305,108.75
168,RAV4荣放双擎E+,57,一汽丰田,24.88 - 29.78,,202306,108.75
176,RAV4荣放双擎E+,52,一汽丰田,24.88 - 29.78,,202307,108.75
199,RAV4荣放双擎E+,5,一汽丰田,24.88 - 29.78,,202308,108.75
192,RAV4荣放双擎E+,37,一汽丰田,24.88 - 29.78,,202309,108.75
196,RAV4荣放双擎E+,37,一汽丰田,24.88 - 29.78,,202310,108.75
206,RAV4荣放双擎E+,23,一汽丰田,24.88 - 29.78,,202311,108.75
208,RAV4荣放双擎E+,37,一汽丰田,24.88 - 29.78,,202312,108.75
216,RAV4荣放双擎E+,12,一汽丰田,24.88 - 29.78,,202401,108.75
230,RAV4荣放双擎E+,2,一汽丰田,24.88 - 29.78,,202402,108.75
220,RAV4荣放双擎E+,43,一汽丰田,24.88 - 29.78,,202403,108.75
242,RAV4荣放双擎E+,5,一汽丰田,24.88 - 29.78,,202404,108.75
258,RAV4荣放双擎E+,3,一汽丰田,24.88 - 29.78,,202405,108.75
274,RAV4荣放双擎E+,1,一汽丰田,24.88 - 29.78,,202408,108.75
286,RAV4荣放双擎E+,1,一汽丰田,24.88 - 29.78,,202410,108.75
287,RAV4荣放双擎E+,3,一汽丰田,24.88 - 29.78,,202411,108.75
115,威马EX6,0,威马汽车,0.00 - 0.00,,202003,107.0833333
41,威马EX6,127,威马汽车,0.00 - 0.00,,202004,107.0833333
70,威马EX6,82,威马汽车,0.00 - 0.00,,202005,107.0833333
76,威马EX6,38,威马汽车,0.00 - 0.00,,202006,107.0833333
77,威马EX6,52,威马汽车,0.00 - 0.00,,202007,107.0833333
93,威马EX6,15,威马汽车,0.00 - 0.00,,202008,107.0833333
75,威马EX6,72,威马汽车,0.00 - 0.00,,202009,107.0833333
144,威马EX6,0,威马汽车,0.00 - 0.00,,202010,107.0833333
145,威马EX6,0,威马汽车,0.00 - 0.00,,202011,107.0833333
124,威马EX6,0,威马汽车,0.00 - 0.00,,202012,107.0833333
88,威马EX6,26,威马汽车,0.00 - 0.00,,202101,107.0833333
89,威马EX6,14,威马汽车,0.00 - 0.00,,202102,107.0833333
106,威马EX6,8,威马汽车,0.00 - 0.00,,202103,107.0833333
112,威马EX6,2,威马汽车,0.00 - 0.00,,202104,107.0833333
115,威马EX6,2,威马汽车,0.00 - 0.00,,202105,107.0833333
117,威马EX6,3,威马汽车,0.00 - 0.00,,202106,107.0833333
111,威马EX6,5,威马汽车,0.00 - 0.00,,202107,107.0833333
25,威马EX6,2068,威马汽车,0.00 - 0.00,,202108,107.0833333
114,威马EX6,9,威马汽车,0.00 - 0.00,,202109,107.0833333
127,威马EX6,7,威马汽车,0.00 - 0.00,,202110,107.0833333
127,威马EX6,27,威马汽车,0.00 - 0.00,,202111,107.0833333
143,威马EX6,7,威马汽车,0.00 - 0.00,,202112,107.0833333
156,威马EX6,5,威马汽车,0.00 - 0.00,,202201,107.0833333
154,威马EX6,1,威马汽车,0.00 - 0.00,,202202,107.0833333
94,博瑞新能源,120,吉利新能源,15.58 - 20.98,,202110,103.1
89,博瑞新能源,250,吉利新能源,15.58 - 20.98,,202111,103.1
106,博瑞新能源,145,吉利新能源,15.58 - 20.98,,202112,103.1
124,博瑞新能源,69,吉利新能源,15.58 - 20.98,,202201,103.1
128,博瑞新能源,54,吉利新能源,15.58 - 20.98,,202202,103.1
142,博瑞新能源,22,吉利新能源,15.58 - 20.98,,202203,103.1
122,博瑞新能源,80,吉利新能源,15.58 - 20.98,,202204,103.1
118,博瑞新能源,138,吉利新能源,15.58 - 20.98,,202205,103.1
128,博瑞新能源,148,吉利新能源,15.58 - 20.98,,202206,103.1
165,博瑞新能源,5,吉利新能源,15.58 - 20.98,,202208,103.1
23,秦Pro新能源,821,比亚迪,13.69 - 20.49,,201911,102.625
94,秦Pro新能源,0,比亚迪,13.69 - 20.49,,201912,102.625
86,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202001,102.625
69,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202002,102.625
118,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202004,102.625
149,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202005,102.625
127,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202006,102.625
137,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202008,102.625
161,秦Pro新能源,0,比亚迪,13.69 - 20.49,,202008,102.625
249,睿蓝8,101,睿蓝汽车,13.78 - 15.38,,202411,101
42,广汽ix4,484,广汽丰田新能源,0.00 - 0.00,,201811,99.9
40,广汽ix4,515,广汽丰田新能源,0.00 - 0.00,,201812,99.9
61,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,201901,99.9
95,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,201912,99.9
89,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202001,99.9
74,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202002,99.9
124,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202004,99.9
106,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202005,99.9
135,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202006,99.9
142,广汽ix4,0,广汽丰田新能源,0.00 - 0.00,,202008,99.9
155,瑞风E3,37,江汽集团,13.99 - 20.88,,202206,99.7
152,瑞风E3,39,江汽集团,13.99 - 20.88,,202207,99.7
153,瑞风E3,56,江汽集团,13.99 - 20.88,,202208,99.7
154,瑞风E3,91,江汽集团,13.99 - 20.88,,202209,99.7
150,瑞风E3,46,江汽集团,13.99 - 20.88,,202210,99.7
151,瑞风E3,83,江汽集团,13.99 - 20.88,,202211,99.7
161,瑞风E3,29,江汽集团,13.99 - 20.88,,202212,99.7
163,瑞风E3,10,江汽集团,13.99 - 20.88,,202301,99.7
162,瑞风E3,28,江汽集团,13.99 - 20.88,,202302,99.7
172,瑞风E3,29,江汽集团,13.99 - 20.88,,202303,99.7
139,瑞风E3,148,江汽集团,13.99 - 20.88,,202304,99.7
165,瑞风E3,44,江汽集团,13.99 - 20.88,,202305,99.7
170,瑞风E3,53,江汽集团,13.99 - 20.88,,202306,99.7
174,瑞风E3,56,江汽集团,13.99 - 20.88,,202307,99.7
178,瑞风E3,74,江汽集团,13.99 - 20.88,,202308,99.7
189,瑞风E3,52,江汽集团,13.99 - 20.88,,202309,99.7
194,瑞风E3,43,江汽集团,13.99 - 20.88,,202310,99.7
191,瑞风E3,111,江汽集团,13.99 - 20.88,,202311,99.7
200,瑞风E3,67,江汽集团,13.99 - 20.88,,202312,99.7
180,瑞风E3,150,江汽集团,13.99 - 20.88,,202401,99.7
116,瑞风E3,410,江汽集团,13.99 - 20.88,,202402,99.7
149,瑞风E3,430,江汽集团,13.99 - 20.88,,202403,99.7
156,瑞风E3,371,江汽集团,13.99 - 20.88,,202404,99.7
242,瑞风E3,27,江汽集团,13.99 - 20.88,,202405,99.7
246,瑞风E3,38,江汽集团,13.99 - 20.88,,202406,99.7
236,瑞风E3,83,江汽集团,13.99 - 20.88,,202407,99.7
244,瑞风E3,79,江汽集团,13.99 - 20.88,,202408,99.7
258,瑞风E3,52,江汽集团,13.99 - 20.88,,202409,99.7
257,瑞风E3,61,江汽集团,13.99 - 20.88,,202410,99.7
250,瑞风E3,97,江汽集团,13.99 - 20.88,,202411,99.7
252,瑞风E3,97,江汽集团,13.99 - 20.88,,202411,99.7
113,奥迪e-tron,141,一汽-大众奥迪,54.68 - 64.88,,202201,99.53125
153,奥迪e-tron,2,一汽-大众奥迪,54.68 - 64.88,,202202,99.53125
125,奥迪e-tron,125,一汽-大众奥迪,54.68 - 64.88,,202203,99.53125
150,奥迪e-tron,8,一汽-大众奥迪,54.68 - 64.88,,202204,99.53125
123,奥迪e-tron,125,一汽-大众奥迪,54.68 - 64.88,,202205,99.53125
144,奥迪e-tron,83,一汽-大众奥迪,54.68 - 64.88,,202206,99.53125
133,奥迪e-tron,136,一汽-大众奥迪,54.68 - 64.88,,202207,99.53125
150,奥迪e-tron,77,一汽-大众奥迪,54.68 - 64.88,,202208,99.53125
149,奥迪e-tron,121,一汽-大众奥迪,54.68 - 64.88,,202209,99.53125
148,奥迪e-tron,52,一汽-大众奥迪,54.68 - 64.88,,202210,99.53125
163,奥迪e-tron,18,一汽-大众奥迪,54.68 - 64.88,,202211,99.53125
168,奥迪e-tron,11,一汽-大众奥迪,54.68 - 64.88,,202212,99.53125
160,奥迪e-tron,15,一汽-大众奥迪,54.68 - 64.88,,202301,99.53125
165,奥迪e-tron,21,一汽-大众奥迪,54.68 - 64.88,,202302,99.53125
159,奥迪e-tron,65,一汽-大众奥迪,54.68 - 64.88,,202303,99.53125
172,奥迪e-tron,27,一汽-大众奥迪,54.68 - 64.88,,202304,99.53125
166,奥迪e-tron,42,一汽-大众奥迪,54.68 - 64.88,,202305,99.53125
165,奥迪e-tron,59,一汽-大众奥迪,54.68 - 64.88,,202306,99.53125
159,奥迪e-tron,147,一汽-大众奥迪,54.68 - 64.88,,202307,99.53125
166,奥迪e-tron,155,一汽-大众奥迪,54.68 - 64.88,,202308,99.53125
145,奥迪e-tron,318,一汽-大众奥迪,54.68 - 64.88,,202309,99.53125
175,奥迪e-tron,140,一汽-大众奥迪,54.68 - 64.88,,202310,99.53125
108,奥迪e-tron,876,一汽-大众奥迪,54.68 - 64.88,,202311,99.53125
194,奥迪e-tron,104,一汽-大众奥迪,54.68 - 64.88,,202312,99.53125
167,奥迪e-tron,200,一汽-大众奥迪,54.68 - 64.88,,202401,99.53125
201,奥迪e-tron,50,一汽-大众奥迪,54.68 - 64.88,,202402,99.53125
225,奥迪e-tron,30,一汽-大众奥迪,54.68 - 64.88,,202403,99.53125
238,奥迪e-tron,12,一汽-大众奥迪,54.68 - 64.88,,202404,99.53125
252,奥迪e-tron,7,一汽-大众奥迪,54.68 - 64.88,,202405,99.53125
258,奥迪e-tron,5,一汽-大众奥迪,54.68 - 64.88,,202406,99.53125
260,奥迪e-tron,12,一汽-大众奥迪,54.68 - 64.88,,202407,99.53125
289,奥迪e-tron,1,一汽-大众奥迪,54.68 - 64.88,,202409,99.53125
47,领动插电混动,157,北京现代,15.78 - 17.88,,201911,96.64285714
39,领动插电混动,543,北京现代,15.78 - 17.88,,201912,96.64285714
21,领动插电混动,543,北京现代,15.78 - 17.88,,202001,96.64285714
26,领动插电混动,55,北京现代,15.78 - 17.88,,202002,96.64285714
31,领动插电混动,215,北京现代,15.78 - 17.88,,202003,96.64285714
69,领动插电混动,22,北京现代,15.78 - 17.88,,202004,96.64285714
73,领动插电混动,55,北京现代,15.78 - 17.88,,202005,96.64285714
83,领动插电混动,17,北京现代,15.78 - 17.88,,202006,96.64285714
109,领动插电混动,2,北京现代,15.78 - 17.88,,202007,96.64285714
94,领动插电混动,14,北京现代,15.78 - 17.88,,202008,96.64285714
104,领动插电混动,4,北京现代,15.78 - 17.88,,202009,96.64285714
108,领动插电混动,6,北京现代,15.78 - 17.88,,202010,96.64285714
111,领动插电混动,5,北京现代,15.78 - 17.88,,202011,96.64285714
94,领动插电混动,71,北京现代,15.78 - 17.88,,202012,96.64285714
85,领动插电混动,32,北京现代,15.78 - 17.88,,202101,96.64285714
139,领动插电混动,0,北京现代,15.78 - 17.88,,202102,96.64285714
64,领动插电混动,207,北京现代,15.78 - 17.88,,202103,96.64285714
75,领动插电混动,136,北京现代,15.78 - 17.88,,202104,96.64285714
73,领动插电混动,161,北京现代,15.78 - 17.88,,202105,96.64285714
97,领动插电混动,47,北京现代,15.78 - 17.88,,202106,96.64285714
114,领动插电混动,2,北京现代,15.78 - 17.88,,202107,96.64285714
124,领动插电混动,0,北京现代,15.78 - 17.88,,202108,96.64285714
163,领动插电混动,0,北京现代,15.78 - 17.88,,202108,96.64285714
163,领动插电混动,0,北京现代,15.78 - 17.88,,202109,96.64285714
91,领动插电混动,136,北京现代,15.78 - 17.88,,202110,96.64285714
110,领动插电混动,88,北京现代,15.78 - 17.88,,202111,96.64285714
141,领动插电混动,7,北京现代,15.78 - 17.88,,202112,96.64285714
127,领动插电混动,60,北京现代,15.78 - 17.88,,202201,96.64285714
114,领动插电混动,121,北京现代,15.78 - 17.88,,202202,96.64285714
110,领克05新能源,158,领克,22.78 - 23.17,,202201,96.61111111
124,领克05新能源,66,领克,22.78 - 23.17,,202202,96.61111111
118,领克05新能源,193,领克,22.78 - 23.17,,202203,96.61111111
98,领克05新能源,270,领克,22.78 - 23.17,,202204,96.61111111
120,领克05新能源,131,领克,22.78 - 23.17,,202205,96.61111111
149,领克05新能源,68,领克,22.78 - 23.17,,202206,96.61111111
143,领克05新能源,77,领克,22.78 - 23.17,,202207,96.61111111
139,领克05新能源,142,领克,22.78 - 23.17,,202208,96.61111111
179,领克05新能源,6,领克,22.78 - 23.17,,202209,96.61111111
150,领克05新能源,100,领克,22.78 - 23.17,,202303,96.61111111
142,领克05新能源,137,领克,22.78 - 23.17,,202304,96.61111111
180,领克05新能源,8,领克,22.78 - 23.17,,202305,96.61111111
194,领克05新能源,1,领克,22.78 - 23.17,,202306,96.61111111
187,领克05新能源,27,领克,22.78 - 23.17,,202307,96.61111111
141,领克05新能源,347,领克,22.78 - 23.17,,202308,96.61111111
209,领克05新能源,4,领克,22.78 - 23.17,,202309,96.61111111
225,领克05新能源,2,领克,22.78 - 23.17,,202311,96.61111111
226,领克05新能源,2,领克,22.78 - 23.17,,202312,96.61111111
80,风光E1,26,东风小康,6.18 - 7.38,,201912,95.90909091
112,风光E1,0,东风小康,6.18 - 7.38,,202001,95.90909091
99,风光E1,0,东风小康,6.18 - 7.38,,202002,95.90909091
37,风光E1,150,东风小康,6.18 - 7.38,,202003,95.90909091
76,风光E1,15,东风小康,6.18 - 7.38,,202004,95.90909091
84,风光E1,22,东风小康,6.18 - 7.38,,202005,95.90909091
84,风光E1,16,东风小康,6.18 - 7.38,,202006,95.90909091
67,风光E1,112,东风小康,6.18 - 7.38,,202007,95.90909091
75,风光E1,84,东风小康,6.18 - 7.38,,202008,95.90909091
79,风光E1,56,东风小康,6.18 - 7.38,,202009,95.90909091
51,风光E1,392,东风小康,6.18 - 7.38,,202010,95.90909091
66,风光E1,230,东风小康,6.18 - 7.38,,202011,95.90909091
34,风光E1,1004,东风小康,6.18 - 7.38,,202012,95.90909091
119,风光E1,0,东风小康,6.18 - 7.38,,202101,95.90909091
102,风光E1,2,东风小康,6.18 - 7.38,,202102,95.90909091
128,风光E1,0,东风小康,6.18 - 7.38,,202103,95.90909091
121,风光E1,0,东风小康,6.18 - 7.38,,202104,95.90909091
134,风光E1,0,东风小康,6.18 - 7.38,,202105,95.90909091
135,风光E1,0,东风小康,6.18 - 7.38,,202109,95.90909091
197,风光E1,0,东风小康,6.18 - 7.38,,202110,95.90909091
144,风光E1,1,东风小康,6.18 - 7.38,,202111,95.90909091
166,风光E1,0,东风小康,6.18 - 7.38,,202112,95.90909091
60,尼欧Ⅱ,1,长安汽车,0.00 - 0.00,,201811,93.27272727
44,尼欧Ⅱ,99,长安汽车,0.00 - 0.00,,201901,93.27272727
82,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,201907,93.27272727
74,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,201908,93.27272727
69,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,201909,93.27272727
75,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,201910,93.27272727
89,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,201912,93.27272727
108,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202001,93.27272727
11,尼欧Ⅱ,335,长安汽车,0.00 - 0.00,,202002,93.27272727
7,尼欧Ⅱ,1616,长安汽车,0.00 - 0.00,,202003,93.27272727
126,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202004,93.27272727
143,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202005,93.27272727
128,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202006,93.27272727
140,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202007,93.27272727
115,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202008,93.27272727
130,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202009,93.27272727
128,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202010,93.27272727
114,尼欧Ⅱ,1,长安汽车,0.00 - 0.00,,202011,93.27272727
145,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202012,93.27272727
139,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202109,93.27272727
192,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202111,93.27272727
173,尼欧Ⅱ,0,长安汽车,0.00 - 0.00,,202112,93.27272727
253,领途E-M8,93,领途汽车,14.18 - 17.28,,202411,93
59,启辰E30,65,东风日产,7.24 - 8.54,,201911,90.46153846
64,启辰E30,89,东风日产,7.24 - 8.54,,201912,90.46153846
72,启辰E30,17,东风日产,7.24 - 8.54,,202001,90.46153846
65,启辰E30,0,东风日产,7.24 - 8.54,,202002,90.46153846
127,启辰E30,0,东风日产,7.24 - 8.54,,202002,90.46153846
71,启辰E30,8,东风日产,7.24 - 8.54,,202003,90.46153846
73,启辰E30,17,东风日产,7.24 - 8.54,,202004,90.46153846
64,启辰E30,96,东风日产,7.24 - 8.54,,202005,90.46153846
95,启辰E30,2,东风日产,7.24 - 8.54,,202006,90.46153846
81,启辰E30,29,东风日产,7.24 - 8.54,,202007,90.46153846
107,启辰E30,3,东风日产,7.24 - 8.54,,202008,90.46153846
94,启辰E30,19,东风日产,7.24 - 8.54,,202009,90.46153846
105,启辰E30,8,东风日产,7.24 - 8.54,,202010,90.46153846
83,启辰E30,120,东风日产,7.24 - 8.54,,202011,90.46153846
135,启辰E30,0,东风日产,7.24 - 8.54,,202012,90.46153846
142,启辰E30,0,东风日产,7.24 - 8.54,,202101,90.46153846
153,启辰E30,0,东风日产,7.24 - 8.54,,202101,90.46153846
108,启辰E30,1,东风日产,7.24 - 8.54,,202102,90.46153846
143,启辰E30,0,东风日产,7.24 - 8.54,,202103,90.46153846
136,启辰E30,0,东风日产,7.24 - 8.54,,202104,90.46153846
149,启辰E30,0,东风日产,7.24 - 8.54,,202105,90.46153846
156,启辰E30,0,东风日产,7.24 - 8.54,,202105,90.46153846
80,启辰E30,128,东风日产,7.24 - 8.54,,202106,90.46153846
56,启辰E30,422,东风日产,7.24 - 8.54,,202107,90.46153846
113,启辰E30,8,东风日产,7.24 - 8.54,,202108,90.46153846
111,启辰E30,12,东风日产,7.24 - 8.54,,202109,90.46153846
123,启辰E30,13,东风日产,7.24 - 8.54,,202110,90.46153846
87,启辰E30,279,东风日产,7.24 - 8.54,,202111,90.46153846
68,启辰E30,1016,东风日产,7.24 - 8.54,,202112,90.46153846
147,冒险家新能源,33,长安林肯,30.98 - 34.58,,202205,88.61538462
134,冒险家新能源,116,长安林肯,30.98 - 34.58,,202206,88.61538462
130,冒险家新能源,156,长安林肯,30.98 - 34.58,,202207,88.61538462
141,冒险家新能源,136,长安林肯,30.98 - 34.58,,202208,88.61538462
130,冒险家新能源,305,长安林肯,30.98 - 34.58,,202209,88.61538462
130,冒险家新能源,201,长安林肯,30.98 - 34.58,,202210,88.61538462
140,冒险家新能源,130,长安林肯,30.98 - 34.58,,202211,88.61538462
152,冒险家新能源,63,长安林肯,30.98 - 34.58,,202212,88.61538462
169,冒险家新能源,7,长安林肯,30.98 - 34.58,,202301,88.61538462
186,冒险家新能源,1,长安林肯,30.98 - 34.58,,202302,88.61538462
194,冒险家新能源,2,长安林肯,30.98 - 34.58,,202303,88.61538462
194,冒险家新能源,1,长安林肯,30.98 - 34.58,,202304,88.61538462
208,冒险家新能源,1,长安林肯,30.98 - 34.58,,202307,88.61538462
45,欧尚EV,24,长安汽车,0.00 - 0.00,,201907,87.92857143
34,欧尚EV,270,长安汽车,0.00 - 0.00,,201908,87.92857143
48,欧尚EV,107,长安汽车,0.00 - 0.00,,201909,87.92857143
57,欧尚EV,69,长安汽车,0.00 - 0.00,,201910,87.92857143
69,欧尚EV,36,长安汽车,0.00 - 0.00,,201911,87.92857143
36,欧尚EV,563,长安汽车,0.00 - 0.00,,201912,87.92857143
83,欧尚EV,2,长安汽车,0.00 - 0.00,,202001,87.92857143
36,欧尚EV,16,长安汽车,0.00 - 0.00,,202002,87.92857143
86,欧尚EV,9,长安汽车,0.00 - 0.00,,202004,87.92857143
103,欧尚EV,1,长安汽车,0.00 - 0.00,,202005,87.92857143
78,欧尚EV,35,长安汽车,0.00 - 0.00,,202006,87.92857143
103,欧尚EV,4,长安汽车,0.00 - 0.00,,202007,87.92857143
63,欧尚EV,171,长安汽车,0.00 - 0.00,,202008,87.92857143
70,欧尚EV,106,长安汽车,0.00 - 0.00,,202009,87.92857143
107,欧尚EV,6,长安汽车,0.00 - 0.00,,202010,87.92857143
75,欧尚EV,173,长安汽车,0.00 - 0.00,,202011,87.92857143
87,欧尚EV,121,长安汽车,0.00 - 0.00,,202012,87.92857143
141,欧尚EV,0,长安汽车,0.00 - 0.00,,202101,87.92857143
129,欧尚EV,0,长安汽车,0.00 - 0.00,,202102,87.92857143
139,欧尚EV,0,长安汽车,0.00 - 0.00,,202103,87.92857143
103,欧尚EV,24,长安汽车,0.00 - 0.00,,202104,87.92857143
86,欧尚EV,83,长安汽车,0.00 - 0.00,,202105,87.92857143
46,欧尚EV,642,长安汽车,0.00 - 0.00,,202106,87.92857143
153,欧尚EV,0,长安汽车,0.00 - 0.00,,202108,87.92857143
156,欧尚EV,0,长安汽车,0.00 - 0.00,,202109,87.92857143
135,欧尚EV,0,长安汽车,0.00 - 0.00,,202110,87.92857143
160,欧尚EV,0,长安汽车,0.00 - 0.00,,202110,87.92857143
177,欧尚EV,0,长安汽车,0.00 - 0.00,,202111,87.92857143
171,欧尚EV,0,长安汽车,0.00 - 0.00,,202112,87.92857143
58,枫叶30X,429,睿蓝汽车,6.88 - 9.58,,202012,87.44444444
148,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202101,87.44444444
156,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202101,87.44444444
146,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202106,87.44444444
58,枫叶30X,358,睿蓝汽车,6.88 - 9.58,,202107,87.44444444
141,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202108,87.44444444
181,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202108,87.44444444
178,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202109,87.44444444
177,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202110,87.44444444
164,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202111,87.44444444
211,枫叶30X,0,睿蓝汽车,6.88 - 9.58,,202112,87.44444444
203,猎光e:NS2,209,东风本田,18.98 - 20.98,,202407,86.2
217,猎光e:NS2,169,东风本田,18.98 - 20.98,,202408,86.2
274,猎光e:NS2,20,东风本田,18.98 - 20.98,,202409,86.2
272,猎光e:NS2,21,东风本田,18.98 - 20.98,,202410,86.2
281,猎光e:NS2,12,东风本田,18.98 - 20.98,,202411,86.2
116,发现运动版新能源,25,奇瑞捷豹路虎,40.98 - 40.98,,202110,82.71875
102,发现运动版新能源,141,奇瑞捷豹路虎,40.98 - 40.98,,202111,82.71875
118,发现运动版新能源,58,奇瑞捷豹路虎,40.98 - 40.98,,202112,82.71875
