序号,车型,销量,厂商,价格,参数链接,月份,均值
152,铂智4X,409,广汽丰田,17.98 - 23.88,,202403,402.3333333
128,铂智4X,606,广汽丰田,17.98 - 23.88,,202404,402.3333333
146,铂智4X,577,广汽丰田,17.98 - 23.88,,202405,402.3333333
136,铂智4X,714,广汽丰田,17.98 - 23.88,,202406,402.3333333
143,铂智4X,681,广汽丰田,17.98 - 23.88,,202407,402.3333333
168,铂智4X,540,广汽丰田,17.98 - 23.88,,202408,402.3333333
188,铂智4X,409,广汽丰田,17.98 - 23.88,,202409,402.3333333
209,铂智4X,271,广汽丰田,17.98 - 23.88,,202410,402.3333333
205,铂智4X,297,广汽丰田,17.98 - 23.88,,202411,402.3333333
25,欧拉iQ,707,长城新能源,11.48 - 15.03,,201809,397.3513514
25,欧拉iQ,710,长城新能源,11.48 - 15.03,,201810,397.3513514
31,欧拉iQ,1043,长城新能源,11.48 - 15.03,,201811,397.3513514
32,欧拉iQ,1055,长城新能源,11.48 - 15.03,,201812,397.3513514
13,欧拉iQ,2036,长城新能源,11.48 - 15.03,,201901,397.3513514
11,欧拉iQ,1443,长城新能源,11.48 - 15.03,,201902,397.3513514
10,欧拉iQ,3029,长城新能源,11.48 - 15.03,,201903,397.3513514
22,欧拉iQ,1109,长城新能源,11.48 - 15.03,,201904,397.3513514
30,欧拉iQ,751,长城新能源,11.48 - 15.03,,201905,397.3513514
32,欧拉iQ,564,长城新能源,11.48 - 15.03,,201906,397.3513514
26,欧拉iQ,394,长城新能源,11.48 - 15.03,,201907,397.3513514
46,欧拉iQ,117,长城新能源,11.48 - 15.03,,201908,397.3513514
43,欧拉iQ,167,长城新能源,11.48 - 15.03,,201909,397.3513514
40,欧拉iQ,156,长城新能源,11.48 - 15.03,,201910,397.3513514
40,欧拉iQ,251,长城新能源,11.48 - 15.03,,201911,397.3513514
45,欧拉iQ,350,长城新能源,11.48 - 15.03,,201912,397.3513514
80,欧拉iQ,5,长城新能源,11.48 - 15.03,,202001,397.3513514
45,欧拉iQ,4,长城新能源,11.48 - 15.03,,202002,397.3513514
70,欧拉iQ,9,长城新能源,11.48 - 15.03,,202003,397.3513514
91,欧拉iQ,5,长城新能源,11.48 - 15.03,,202004,397.3513514
93,欧拉iQ,7,长城新能源,11.48 - 15.03,,202005,397.3513514
79,欧拉iQ,34,长城新能源,11.48 - 15.03,,202006,397.3513514
89,欧拉iQ,16,长城新能源,11.48 - 15.03,,202007,397.3513514
98,欧拉iQ,11,长城新能源,11.48 - 15.03,,202008,397.3513514
34,欧拉iQ,563,长城新能源,11.48 - 15.03,,202009,397.3513514
80,欧拉iQ,91,长城新能源,11.48 - 15.03,,202010,397.3513514
93,欧拉iQ,75,长城新能源,11.48 - 15.03,,202011,397.3513514
129,欧拉iQ,0,长城新能源,11.48 - 15.03,,202012,397.3513514
153,欧拉iQ,0,长城新能源,11.48 - 15.03,,202012,397.3513514
138,欧拉iQ,0,长城新能源,11.48 - 15.03,,202101,397.3513514
127,欧拉iQ,0,长城新能源,11.48 - 15.03,,202102,397.3513514
135,欧拉iQ,0,长城新能源,11.48 - 15.03,,202103,397.3513514
127,欧拉iQ,0,长城新能源,11.48 - 15.03,,202104,397.3513514
146,欧拉iQ,0,长城新能源,11.48 - 15.03,,202105,397.3513514
127,欧拉iQ,0,长城新能源,11.48 - 15.03,,202106,397.3513514
160,欧拉iQ,0,长城新能源,11.48 - 15.03,,202106,397.3513514
141,欧拉iQ,0,长城新能源,11.48 - 15.03,,202109,397.3513514
187,欧拉iQ,0,长城新能源,11.48 - 15.03,,202111,397.3513514
170,欧拉iQ,0,长城新能源,11.48 - 15.03,,202112,397.3513514
21,英致EX1,1464,中国重汽VGV,0.00 - 0.00,,202101,396.4
41,英致EX1,234,中国重汽VGV,0.00 - 0.00,,202102,396.4
40,英致EX1,814,中国重汽VGV,0.00 - 0.00,,202103,396.4
53,英致EX1,422,中国重汽VGV,0.00 - 0.00,,202104,396.4
45,英致EX1,570,中国重汽VGV,0.00 - 0.00,,202105,396.4
53,英致EX1,460,中国重汽VGV,0.00 - 0.00,,202106,396.4
155,英致EX1,0,中国重汽VGV,0.00 - 0.00,,202109,396.4
132,英致EX1,0,中国重汽VGV,0.00 - 0.00,,202110,396.4
158,英致EX1,0,中国重汽VGV,0.00 - 0.00,,202110,396.4
175,英致EX1,0,中国重汽VGV,0.00 - 0.00,,202111,396.4
168,英致EX1,0,中国重汽VGV,0.00 - 0.00,,202112,396.4
92,凌宝uni,754,吉麦新能源,2.98 - 4.18,,202207,390.6551724
86,凌宝uni,918,吉麦新能源,2.98 - 4.18,,202208,390.6551724
93,凌宝uni,948,吉麦新能源,2.98 - 4.18,,202209,390.6551724
80,凌宝uni,925,吉麦新能源,2.98 - 4.18,,202210,390.6551724
109,凌宝uni,542,吉麦新能源,2.98 - 4.18,,202211,390.6551724
141,凌宝uni,188,吉麦新能源,2.98 - 4.18,,202212,390.6551724
104,凌宝uni,272,吉麦新能源,2.98 - 4.18,,202301,390.6551724
105,凌宝uni,385,吉麦新能源,2.98 - 4.18,,202302,390.6551724
120,凌宝uni,306,吉麦新能源,2.98 - 4.18,,202303,390.6551724
135,凌宝uni,178,吉麦新能源,2.98 - 4.18,,202304,390.6551724
118,凌宝uni,346,吉麦新能源,2.98 - 4.18,,202305,390.6551724
123,凌宝uni,366,吉麦新能源,2.98 - 4.18,,202306,390.6551724
129,凌宝uni,362,吉麦新能源,2.98 - 4.18,,202307,390.6551724
130,凌宝uni,412,吉麦新能源,2.98 - 4.18,,202308,390.6551724
136,凌宝uni,401,吉麦新能源,2.98 - 4.18,,202309,390.6551724
137,凌宝uni,396,吉麦新能源,2.98 - 4.18,,202310,390.6551724
143,凌宝uni,423,吉麦新能源,2.98 - 4.18,,202311,390.6551724
147,凌宝uni,473,吉麦新能源,2.98 - 4.18,,202312,390.6551724
165,凌宝uni,217,吉麦新能源,2.98 - 4.18,,202401,390.6551724
180,凌宝uni,100,吉麦新能源,2.98 - 4.18,,202402,390.6551724
178,凌宝uni,207,吉麦新能源,2.98 - 4.18,,202403,390.6551724
160,凌宝uni,348,吉麦新能源,2.98 - 4.18,,202404,390.6551724
178,凌宝uni,317,吉麦新能源,2.98 - 4.18,,202405,390.6551724
172,凌宝uni,375,吉麦新能源,2.98 - 4.18,,202406,390.6551724
174,凌宝uni,361,吉麦新能源,2.98 - 4.18,,202407,390.6551724
257,凌宝uni,40,吉麦新能源,2.98 - 4.18,,202408,390.6551724
194,凌宝uni,375,吉麦新能源,2.98 - 4.18,,202409,390.6551724
233,凌宝uni,121,吉麦新能源,2.98 - 4.18,,202410,390.6551724
207,凌宝uni,273,吉麦新能源,2.98 - 4.18,,202411,390.6551724
192,长安启源E07,388,长安启源,19.99 - 31.99,,202411,388
188,极石01,72,极石汽车,29.99 - 35.99,,202310,387.6153846
177,极石01,154,极石汽车,29.99 - 35.99,,202311,387.6153846
132,极石01,686,极石汽车,29.99 - 35.99,,202312,387.6153846
99,极石01,552,极石汽车,29.99 - 35.99,,202402,387.6153846
128,极石01,563,极石汽车,29.99 - 35.99,,202403,387.6153846
189,极石01,154,极石汽车,29.99 - 35.99,,202404,387.6153846
204,极石01,163,极石汽车,29.99 - 35.99,,202405,387.6153846
190,极石01,260,极石汽车,29.99 - 35.99,,202406,387.6153846
181,极石01,327,极石汽车,29.99 - 35.99,,202407,387.6153846
181,极石01,380,极石汽车,29.99 - 35.99,,202408,387.6153846
178,极石01,510,极石汽车,29.99 - 35.99,,202409,387.6153846
178,极石01,568,极石汽车,29.99 - 35.99,,202410,387.6153846
166,极石01,650,极石汽车,29.99 - 35.99,,202411,387.6153846
70,远志M1,250,大运汽车,17.88 - 31.88,,202107,386.925
79,远志M1,170,大运汽车,17.88 - 31.88,,202108,386.925
83,远志M1,190,大运汽车,17.88 - 31.88,,202109,386.925
79,远志M1,232,大运汽车,17.88 - 31.88,,202110,386.925
93,远志M1,220,大运汽车,17.88 - 31.88,,202111,386.925
94,远志M1,243,大运汽车,17.88 - 31.88,,202112,386.925
94,远志M1,414,大运汽车,17.88 - 31.88,,202201,386.925
107,远志M1,177,大运汽车,17.88 - 31.88,,202202,386.925
119,远志M1,190,大运汽车,17.88 - 31.88,,202203,386.925
101,远志M1,244,大运汽车,17.88 - 31.88,,202204,386.925
112,远志M1,188,大运汽车,17.88 - 31.88,,202205,386.925
157,远志M1,30,大运汽车,17.88 - 31.88,,202206,386.925
123,远志M1,235,大运汽车,17.88 - 31.88,,202207,386.925
124,远志M1,279,大运汽车,17.88 - 31.88,,202208,386.925
151,远志M1,104,大运汽车,17.88 - 31.88,,202209,386.925
141,远志M1,110,大运汽车,17.88 - 31.88,,202210,386.925
134,远志M1,168,大运汽车,17.88 - 31.88,,202211,386.925
124,远志M1,357,大运汽车,17.88 - 31.88,,202212,386.925
106,远志M1,248,大运汽车,17.88 - 31.88,,202301,386.925
127,远志M1,170,大运汽车,17.88 - 31.88,,202302,386.925
115,远志M1,339,大运汽车,17.88 - 31.88,,202303,386.925
119,远志M1,324,大运汽车,17.88 - 31.88,,202304,386.925
115,远志M1,354,大运汽车,17.88 - 31.88,,202305,386.925
122,远志M1,376,大运汽车,17.88 - 31.88,,202306,386.925
132,远志M1,324,大运汽车,17.88 - 31.88,,202307,386.925
123,远志M1,497,大运汽车,17.88 - 31.88,,202308,386.925
122,远志M1,563,大运汽车,17.88 - 31.88,,202309,386.925
120,远志M1,661,大运汽车,17.88 - 31.88,,202310,386.925
114,远志M1,744,大运汽车,17.88 - 31.88,,202311,386.925
138,远志M1,570,大运汽车,17.88 - 31.88,,202312,386.925
127,远志M1,545,大运汽车,17.88 - 31.88,,202401,386.925
125,远志M1,359,大运汽车,17.88 - 31.88,,202402,386.925
145,远志M1,459,大运汽车,17.88 - 31.88,,202403,386.925
121,远志M1,669,大运汽车,17.88 - 31.88,,202404,386.925
97,远志M1,1313,大运汽车,17.88 - 31.88,,202405,386.925
121,远志M1,968,大运汽车,17.88 - 31.88,,202406,386.925
125,远志M1,921,大运汽车,17.88 - 31.88,,202407,386.925
165,远志M1,567,大运汽车,17.88 - 31.88,,202408,386.925
191,远志M1,404,大运汽车,17.88 - 31.88,,202409,386.925
206,远志M1,301,大运汽车,17.88 - 31.88,,202410,386.925
45,红旗E-HS9,455,一汽红旗,50.98 - 77.98,,202101,386.6382979
45,红旗E-HS9,210,一汽红旗,50.98 - 77.98,,202102,386.6382979
51,红旗E-HS9,501,一汽红旗,50.98 - 77.98,,202103,386.6382979
51,红旗E-HS9,428,一汽红旗,50.98 - 77.98,,202104,386.6382979
59,红旗E-HS9,379,一汽红旗,50.98 - 77.98,,202105,386.6382979
65,红旗E-HS9,283,一汽红旗,50.98 - 77.98,,202106,386.6382979
65,红旗E-HS9,283,一汽红旗,50.98 - 77.98,,202107,386.6382979
67,红旗E-HS9,369,一汽红旗,50.98 - 77.98,,202108,386.6382979
67,红旗E-HS9,390,一汽红旗,50.98 - 77.98,,202109,386.6382979
52,红旗E-HS9,872,一汽红旗,50.98 - 77.98,,202110,386.6382979
73,红旗E-HS9,546,一汽红旗,50.98 - 77.98,,202111,386.6382979
73,红旗E-HS9,765,一汽红旗,50.98 - 77.98,,202112,386.6382979
82,红旗E-HS9,520,一汽红旗,50.98 - 77.98,,202201,386.6382979
90,红旗E-HS9,294,一汽红旗,50.98 - 77.98,,202202,386.6382979
109,红旗E-HS9,253,一汽红旗,50.98 - 77.98,,202203,386.6382979
102,红旗E-HS9,239,一汽红旗,50.98 - 77.98,,202204,386.6382979
80,红旗E-HS9,687,一汽红旗,50.98 - 77.98,,202205,386.6382979
112,红旗E-HS9,398,一汽红旗,50.98 - 77.98,,202206,386.6382979
104,红旗E-HS9,488,一汽红旗,50.98 - 77.98,,202207,386.6382979
105,红旗E-HS9,519,一汽红旗,50.98 - 77.98,,202208,386.6382979
111,红旗E-HS9,524,一汽红旗,50.98 - 77.98,,202209,386.6382979
129,红旗E-HS9,204,一汽红旗,50.98 - 77.98,,202210,386.6382979
121,红旗E-HS9,368,一汽红旗,50.98 - 77.98,,202211,386.6382979
76,红旗E-HS9,1804,一汽红旗,50.98 - 77.98,,202212,386.6382979
45,红旗E-HS9,1348,一汽红旗,50.98 - 77.98,,202301,386.6382979
93,红旗E-HS9,537,一汽红旗,50.98 - 77.98,,202302,386.6382979
109,红旗E-HS9,376,一汽红旗,50.98 - 77.98,,202303,386.6382979
144,红旗E-HS9,134,一汽红旗,50.98 - 77.98,,202304,386.6382979
94,红旗E-HS9,556,一汽红旗,50.98 - 77.98,,202305,386.6382979
115,红旗E-HS9,458,一汽红旗,50.98 - 77.98,,202306,386.6382979
124,红旗E-HS9,425,一汽红旗,50.98 - 77.98,,202307,386.6382979
113,红旗E-HS9,610,一汽红旗,50.98 - 77.98,,202308,386.6382979
149,红旗E-HS9,281,一汽红旗,50.98 - 77.98,,202309,386.6382979
162,红旗E-HS9,200,一汽红旗,50.98 - 77.98,,202310,386.6382979
148,红旗E-HS9,380,一汽红旗,50.98 - 77.98,,202311,386.6382979
199,红旗E-HS9,79,一汽红旗,50.98 - 77.98,,202312,386.6382979
121,红旗E-HS9,606,一汽红旗,50.98 - 77.98,,202401,386.6382979
167,红旗E-HS9,125,一汽红旗,50.98 - 77.98,,202402,386.6382979
231,红旗E-HS9,12,一汽红旗,50.98 - 77.98,,202403,386.6382979
235,红旗E-HS9,16,一汽红旗,50.98 - 77.98,,202404,386.6382979
248,红旗E-HS9,16,一汽红旗,50.98 - 77.98,,202405,386.6382979
252,红旗E-HS9,18,一汽红旗,50.98 - 77.98,,202406,386.6382979
255,红旗E-HS9,18,一汽红旗,50.98 - 77.98,,202407,386.6382979
219,红旗E-HS9,166,一汽红旗,50.98 - 77.98,,202408,386.6382979
281,红旗E-HS9,7,一汽红旗,50.98 - 77.98,,202409,386.6382979
276,红旗E-HS9,18,一汽红旗,50.98 - 77.98,,202410,386.6382979
285,红旗E-HS9,7,一汽红旗,50.98 - 77.98,,202411,386.6382979
92,奔驰EQB,232,北京奔驰,35.20 - 42.80,,202111,384.4166667
95,奔驰EQB,241,北京奔驰,35.20 - 42.80,,202112,384.4166667
79,奔驰EQB,564,北京奔驰,35.20 - 42.80,,202201,384.4166667
106,奔驰EQB,178,北京奔驰,35.20 - 42.80,,202202,384.4166667
104,奔驰EQB,264,北京奔驰,35.20 - 42.80,,202203,384.4166667
104,奔驰EQB,191,北京奔驰,35.20 - 42.80,,202204,384.4166667
94,奔驰EQB,482,北京奔驰,35.20 - 42.80,,202205,384.4166667
87,奔驰EQB,940,北京奔驰,35.20 - 42.80,,202206,384.4166667
115,奔驰EQB,381,北京奔驰,35.20 - 42.80,,202207,384.4166667
95,奔驰EQB,667,北京奔驰,35.20 - 42.80,,202208,384.4166667
158,奔驰EQB,60,北京奔驰,35.20 - 42.80,,202209,384.4166667
137,奔驰EQB,133,北京奔驰,35.20 - 42.80,,202210,384.4166667
120,奔驰EQB,406,北京奔驰,35.20 - 42.80,,202212,384.4166667
114,奔驰EQB,189,北京奔驰,35.20 - 42.80,,202301,384.4166667
126,奔驰EQB,181,北京奔驰,35.20 - 42.80,,202302,384.4166667
125,奔驰EQB,257,北京奔驰,35.20 - 42.80,,202303,384.4166667
120,奔驰EQB,300,北京奔驰,35.20 - 42.80,,202304,384.4166667
95,奔驰EQB,546,北京奔驰,35.20 - 42.80,,202305,384.4166667
119,奔驰EQB,411,北京奔驰,35.20 - 42.80,,202306,384.4166667
90,奔驰EQB,937,北京奔驰,35.20 - 42.80,,202307,384.4166667
105,奔驰EQB,682,北京奔驰,35.20 - 42.80,,202308,384.4166667
123,奔驰EQB,558,北京奔驰,35.20 - 42.80,,202309,384.4166667
172,奔驰EQB,145,北京奔驰,35.20 - 42.80,,202310,384.4166667
118,奔驰EQB,689,北京奔驰,35.20 - 42.80,,202311,384.4166667
116,奔驰EQB,921,北京奔驰,35.20 - 42.80,,202312,384.4166667
155,奔驰EQB,295,北京奔驰,35.20 - 42.80,,202401,384.4166667
117,奔驰EQB,405,北京奔驰,35.20 - 42.80,,202402,384.4166667
119,奔驰EQB,666,北京奔驰,35.20 - 42.80,,202403,384.4166667
243,奔驰EQB,5,北京奔驰,35.20 - 42.80,,202404,384.4166667
167,奔驰EQB,360,北京奔驰,35.20 - 42.80,,202405,384.4166667
191,奔驰EQB,256,北京奔驰,35.20 - 42.80,,202406,384.4166667
270,奔驰EQB,3,北京奔驰,35.20 - 42.80,,202407,384.4166667
140,奔驰EQB,760,北京奔驰,35.20 - 42.80,,202408,384.4166667
234,奔驰EQB,129,北京奔驰,35.20 - 42.80,,202409,384.4166667
219,奔驰EQB,191,北京奔驰,35.20 - 42.80,,202410,384.4166667
217,奔驰EQB,214,北京奔驰,35.20 - 42.80,,202411,384.4166667
22,全球鹰K10,1,康迪电动汽车集团,15.08 - 15.08,,201705,382.3333333
16,全球鹰K10,1146,康迪电动汽车集团,15.08 - 15.08,,201710,382.3333333
30,全球鹰K10,0,康迪电动汽车集团,15.08 - 15.08,,201712,382.3333333
51,宋MAX新能源,66,比亚迪,14.78 - 17.48,,201903,376
27,宋MAX新能源,735,比亚迪,14.78 - 17.48,,201904,376
19,宋MAX新能源,1464,比亚迪,14.78 - 17.48,,201905,376
29,宋MAX新能源,775,比亚迪,14.78 - 17.48,,201906,376
20,宋MAX新能源,720,比亚迪,14.78 - 17.48,,201907,376
31,宋MAX新能源,331,比亚迪,14.78 - 17.48,,201908,376
29,宋MAX新能源,375,比亚迪,14.78 - 17.48,,201909,376
31,宋MAX新能源,293,比亚迪,14.78 - 17.48,,201910,376
45,宋MAX新能源,191,比亚迪,14.78 - 17.48,,201911,376
54,宋MAX新能源,207,比亚迪,14.78 - 17.48,,201912,376
58,宋MAX新能源,47,比亚迪,14.78 - 17.48,,202001,376
117,宋MAX新能源,0,比亚迪,14.78 - 17.48,,202002,376
55,宋MAX新能源,22,比亚迪,14.78 - 17.48,,202003,376
46,宋MAX新能源,109,比亚迪,14.78 - 17.48,,202004,376
49,宋MAX新能源,154,比亚迪,14.78 - 17.48,,202005,376
44,宋MAX新能源,249,比亚迪,14.78 - 17.48,,202006,376
47,宋MAX新能源,268,比亚迪,14.78 - 17.48,,202007,376
50,宋MAX新能源,274,比亚迪,14.78 - 17.48,,202008,376
60,宋MAX新能源,145,比亚迪,14.78 - 17.48,,202009,376
78,宋MAX新能源,95,比亚迪,14.78 - 17.48,,202010,376
68,宋MAX新能源,215,比亚迪,14.78 - 17.48,,202011,376
60,宋MAX新能源,404,比亚迪,14.78 - 17.48,,202012,376
62,宋MAX新能源,194,比亚迪,14.78 - 17.48,,202101,376
70,宋MAX新能源,60,比亚迪,14.78 - 17.48,,202102,376
77,宋MAX新能源,77,比亚迪,14.78 - 17.48,,202103,376
71,宋MAX新能源,172,比亚迪,14.78 - 17.48,,202104,376
85,宋MAX新能源,83,比亚迪,14.78 - 17.48,,202105,376
89,宋MAX新能源,60,比亚迪,14.78 - 17.48,,202107,376
86,宋MAX新能源,87,比亚迪,14.78 - 17.48,,202108,376
131,宋MAX新能源,0,比亚迪,14.78 - 17.48,,202109,376
195,宋MAX新能源,0,比亚迪,14.78 - 17.48,,202110,376
180,宋MAX新能源,0,比亚迪,14.78 - 17.48,,202111,376
159,宋MAX新能源,0,比亚迪,14.78 - 17.48,,202112,376
116,宋MAX新能源,102,比亚迪,14.78 - 17.48,,202201,376
71,宋MAX新能源,624,比亚迪,14.78 - 17.48,,202202,376
61,宋MAX新能源,1320,比亚迪,14.78 - 17.48,,202203,376
40,宋MAX新能源,1372,比亚迪,14.78 - 17.48,,202204,376
88,宋MAX新能源,557,比亚迪,14.78 - 17.48,,202205,376
97,宋MAX新能源,581,比亚迪,14.78 - 17.48,,202206,376
109,宋MAX新能源,435,比亚迪,14.78 - 17.48,,202207,376
103,宋MAX新能源,561,比亚迪,14.78 - 17.48,,202208,376
75,宋MAX新能源,1380,比亚迪,14.78 - 17.48,,202209,376
70,宋MAX新能源,1498,比亚迪,14.78 - 17.48,,202210,376
76,宋MAX新能源,1596,比亚迪,14.78 - 17.48,,202211,376
94,宋MAX新能源,1029,比亚迪,14.78 - 17.48,,202212,376
81,宋MAX新能源,493,比亚迪,14.78 - 17.48,,202301,376
62,宋MAX新能源,1007,比亚迪,14.78 - 17.48,,202302,376
87,宋MAX新能源,675,比亚迪,14.78 - 17.48,,202303,376
139,宋MAX新能源,184,比亚迪,14.78 - 17.48,,202305,376
109,宋MAX新能源,526,比亚迪,14.78 - 17.48,,202306,376
142,宋MAX新能源,244,比亚迪,14.78 - 17.48,,202307,376
170,宋MAX新能源,114,比亚迪,14.78 - 17.48,,202308,376
134,宋MAX新能源,436,比亚迪,14.78 - 17.48,,202309,376
206,宋MAX新能源,41,比亚迪,14.78 - 17.48,,202312,376
179,宋MAX新能源,156,比亚迪,14.78 - 17.48,,202401,376
195,宋MAX新能源,61,比亚迪,14.78 - 17.48,,202402,376
244,宋MAX新能源,26,比亚迪,14.78 - 17.48,,202405,376
250,宋MAX新能源,20,比亚迪,14.78 - 17.48,,202406,376
259,宋MAX新能源,14,比亚迪,14.78 - 17.48,,202407,376
266,宋MAX新能源,10,比亚迪,14.78 - 17.48,,202408,376
285,宋MAX新能源,2,比亚迪,14.78 - 17.48,,202409,376
86,魏牌 摩卡新能源,519,长城汽车,23.18 - 23.88,,202203,375.2424242
70,魏牌 摩卡新能源,611,长城汽车,23.18 - 23.88,,202204,375.2424242
78,魏牌 摩卡新能源,732,长城汽车,23.18 - 23.88,,202205,375.2424242
85,魏牌 摩卡新能源,1003,长城汽车,23.18 - 23.88,,202206,375.2424242
82,魏牌 摩卡新能源,1025,长城汽车,23.18 - 23.88,,202207,375.2424242
87,魏牌 摩卡新能源,813,长城汽车,23.18 - 23.88,,202208,375.2424242
122,魏牌 摩卡新能源,358,长城汽车,23.18 - 23.88,,202209,375.2424242
120,魏牌 摩卡新能源,282,长城汽车,23.18 - 23.88,,202210,375.2424242
125,魏牌 摩卡新能源,277,长城汽车,23.18 - 23.88,,202211,375.2424242
130,魏牌 摩卡新能源,275,长城汽车,23.18 - 23.88,,202212,375.2424242
124,魏牌 摩卡新能源,123,长城汽车,23.18 - 23.88,,202301,375.2424242
137,魏牌 摩卡新能源,115,长城汽车,23.18 - 23.88,,202302,375.2424242
133,魏牌 摩卡新能源,211,长城汽车,23.18 - 23.88,,202303,375.2424242
91,魏牌 摩卡新能源,582,长城汽车,23.18 - 23.88,,202304,375.2424242
135,魏牌 摩卡新能源,219,长城汽车,23.18 - 23.88,,202305,375.2424242
90,魏牌 摩卡新能源,1005,长城汽车,23.18 - 23.88,,202306,375.2424242
87,魏牌 摩卡新能源,1006,长城汽车,23.18 - 23.88,,202307,375.2424242
118,魏牌 摩卡新能源,554,长城汽车,23.18 - 23.88,,202308,375.2424242
130,魏牌 摩卡新能源,487,长城汽车,23.18 - 23.88,,202309,375.2424242
174,魏牌 摩卡新能源,141,长城汽车,23.18 - 23.88,,202310,375.2424242
196,魏牌 摩卡新能源,95,长城汽车,23.18 - 23.88,,202311,375.2424242
181,魏牌 摩卡新能源,207,长城汽车,23.18 - 23.88,,202312,375.2424242
183,魏牌 摩卡新能源,140,长城汽车,23.18 - 23.88,,202401,375.2424242
177,魏牌 摩卡新能源,102,长城汽车,23.18 - 23.88,,202402,375.2424242
191,魏牌 摩卡新能源,157,长城汽车,23.18 - 23.88,,202403,375.2424242
177,魏牌 摩卡新能源,229,长城汽车,23.18 - 23.88,,202404,375.2424242
188,魏牌 摩卡新能源,239,长城汽车,23.18 - 23.88,,202405,375.2424242
197,魏牌 摩卡新能源,223,长城汽车,23.18 - 23.88,,202406,375.2424242
218,魏牌 摩卡新能源,154,长城汽车,23.18 - 23.88,,202407,375.2424242
216,魏牌 摩卡新能源,180,长城汽车,23.18 - 23.88,,202408,375.2424242
254,魏牌 摩卡新能源,71,长城汽车,23.18 - 23.88,,202409,375.2424242
244,魏牌 摩卡新能源,87,长城汽车,23.18 - 23.88,,202410,375.2424242
230,魏牌 摩卡新能源,161,长城汽车,23.18 - 23.88,,202411,375.2424242
134,奥迪Q5 e-tron,62,上汽奥迪,29.85 - 43.55,,202203,369.9375
129,奥迪Q5 e-tron,97,上汽奥迪,29.85 - 43.55,,202205,369.9375
130,奥迪Q5 e-tron,125,上汽奥迪,29.85 - 43.55,,202206,369.9375
119,奥迪Q5 e-tron,261,上汽奥迪,29.85 - 43.55,,202207,369.9375
120,奥迪Q5 e-tron,338,上汽奥迪,29.85 - 43.55,,202208,369.9375
129,奥迪Q5 e-tron,324,上汽奥迪,29.85 - 43.55,,202209,369.9375
119,奥迪Q5 e-tron,290,上汽奥迪,29.85 - 43.55,,202210,369.9375
139,奥迪Q5 e-tron,132,上汽奥迪,29.85 - 43.55,,202211,369.9375
150,奥迪Q5 e-tron,92,上汽奥迪,29.85 - 43.55,,202212,369.9375
135,奥迪Q5 e-tron,70,上汽奥迪,29.85 - 43.55,,202301,369.9375
138,奥迪Q5 e-tron,114,上汽奥迪,29.85 - 43.55,,202302,369.9375
124,奥迪Q5 e-tron,260,上汽奥迪,29.85 - 43.55,,202303,369.9375
101,奥迪Q5 e-tron,455,上汽奥迪,29.85 - 43.55,,202304,369.9375
91,奥迪Q5 e-tron,602,上汽奥迪,29.85 - 43.55,,202305,369.9375
104,奥迪Q5 e-tron,618,上汽奥迪,29.85 - 43.55,,202306,369.9375
123,奥迪Q5 e-tron,425,上汽奥迪,29.85 - 43.55,,202307,369.9375
137,奥迪Q5 e-tron,357,上汽奥迪,29.85 - 43.55,,202308,369.9375
127,奥迪Q5 e-tron,510,上汽奥迪,29.85 - 43.55,,202309,369.9375
134,奥迪Q5 e-tron,405,上汽奥迪,29.85 - 43.55,,202310,369.9375
124,奥迪Q5 e-tron,600,上汽奥迪,29.85 - 43.55,,202311,369.9375
122,奥迪Q5 e-tron,791,上汽奥迪,29.85 - 43.55,,202312,369.9375
150,奥迪Q5 e-tron,330,上汽奥迪,29.85 - 43.55,,202401,369.9375
141,奥迪Q5 e-tron,260,上汽奥迪,29.85 - 43.55,,202402,369.9375
155,奥迪Q5 e-tron,390,上汽奥迪,29.85 - 43.55,,202403,369.9375
142,奥迪Q5 e-tron,470,上汽奥迪,29.85 - 43.55,,202404,369.9375
161,奥迪Q5 e-tron,400,上汽奥迪,29.85 - 43.55,,202405,369.9375
175,奥迪Q5 e-tron,350,上汽奥迪,29.85 - 43.55,,202406,369.9375
178,奥迪Q5 e-tron,350,上汽奥迪,29.85 - 43.55,,202407,369.9375
182,奥迪Q5 e-tron,380,上汽奥迪,29.85 - 43.55,,202408,369.9375
193,奥迪Q5 e-tron,380,上汽奥迪,29.85 - 43.55,,202409,369.9375
170,奥迪Q5 e-tron,700,上汽奥迪,29.85 - 43.55,,202410,369.9375
152,奥迪Q5 e-tron,900,上汽奥迪,29.85 - 43.55,,202411,369.9375
87,YOUNG光小新,484,电动屋,6.58 - 8.48,,202201,365.7727273
81,YOUNG光小新,379,电动屋,6.58 - 8.48,,202202,365.7727273
107,YOUNG光小新,261,电动屋,6.58 - 8.48,,202203,365.7727273
89,YOUNG光小新,361,电动屋,6.58 - 8.48,,202204,365.7727273
84,YOUNG光小新,606,电动屋,6.58 - 8.48,,202205,365.7727273
95,YOUNG光小新,618,电动屋,6.58 - 8.48,,202206,365.7727273
97,YOUNG光小新,623,电动屋,6.58 - 8.48,,202207,365.7727273
103,YOUNG光小新,645,电动屋,6.58 - 8.48,,202209,365.7727273
92,YOUNG光小新,658,电动屋,6.58 - 8.48,,202210,365.7727273
97,YOUNG光小新,665,电动屋,6.58 - 8.48,,202211,365.7727273
103,YOUNG光小新,719,电动屋,6.58 - 8.48,,202212,365.7727273
